Project ID,Donation ID,Donor ID,Donation Included Optional Donation,Donation Amount,Donor Cart Sequence,Donation Received Date
3da9c2a90ed42f1a3d4cbf374eb93eff,680bac63b856d0353dc9829015eabb27,9132b63ef16287e4e9c349e03602f8ac,No,106.69,11,2016-12-29 15:28:50
7d15438552fbe43b99546eb400257ad1,38ba8abc4b5305e517d2582e046a0df5,dc713d960c0fd195c17af08a1745d6d8,Yes,102.95,6,2016-04-29 17:33:22
f4188f3f8a14be62295b4715c333e861,8ce6424dbef59fe6ff233d5f6cedd15d,ddd1dfb23b982ef8daf61a26146d3f31,No,47.93,5,2015-08-25 03:46:12
66245bfa4fcca39ab683d2e6337ea2df,892e6161be2d740a1e9b23bc50c7c006,dc713d960c0fd195c17af08a1745d6d8,Yes,40.29,8,2015-10-11 23:37:48
287d06ca6f4cc69a4b22d3081c8eaee9,fb02bebb48729a4d98c7472a864e9a13,1a2a73ed562b0f79c37459eef50bea63,Yes,60.52,5,2015-01-15 22:34:08
d0e6e6607c69dee1bb5e4bcf15ed6269,0df56ac6f96b648a0ba6eab94639447b,e2acf72f9e574f7aa0ee89aed453dd32,Yes,752.56,14,2017-02-09 15:06:55
3da9c2a90ed42f1a3d4cbf374eb93eff,782a65e048ca765192f5df7b0323d342,3eabedcbbaa80dd488bd64072bcfbe01,Yes,145.17,5,2017-08-21 15:07:52
885f6e66c2b6d2c5fa5d310011b7e948,12f70c977de31a516694c34310ba58e3,bf3c4c06434308bc89fa6a688fb5d27b,Yes,31.24,13,2016-07-30 09:05:15
a8e56e0c20de435d2031d750c40db9b4,6a8a616fc3b290d08edddfcd1e52d770,24933b83757750a9a491f0b2ea1fca65,No,41.6,9,2016-01-25 14:58:28
5cec4eb5edd968311ca35cfb04fc6d82,fd72b05096a9954fdc33e1f94c1f55ab,3139d32c93cd59bf5c941cf0dc98d2c1,Yes,18.43,12,2015-04-12 06:40:13
a013ac6ededa4e161b3dbd5ce9a1fa6f,2834e4c014c8b3b4a911d19243bfd931,371ecd7b27cd813047229389571aa876,Yes,31.91,7,2016-04-06 22:38:30
edcd465e36386821f6e07cc06c52c49f,49c13de73b4206c5085b15fb4a8ff810,e2acf72f9e574f7aa0ee89aed453dd32,No,73.56,11,2015-08-28 08:50:50
01d7425638602ab696a402f23ae8cc93,cdccc33aa9434aa096fc734da003cd28,1a2a73ed562b0f79c37459eef50bea63,Yes,86.24,11,2015-06-02 08:52:09
5fb8d16c2720797d32ebd6899be578c7,cae9b4a72a79ea680f44704f1247ea4e,24933b83757750a9a491f0b2ea1fca65,No,89.69,5,2016-03-25 03:29:44
81f631d4a39231a7d777a4774c66e0a8,f1533ae8670acc5cb321bf214dd8eb85,0e51f30dc6a7ee39c4b032ccd7c524a5,Yes,71.29,10,2015-02-10 13:47:20
a013ac6ededa4e161b3dbd5ce9a1fa6f,176132ed069f14f140181c6e9a8cfa3c,7e570ddf827050a82369b584ff5e9ff0,No,90.53,1,2017-02-22 21:52:17
f8cda88b436d76e2b83cfe0be037e5ed,c19ad58cc35b1c8c0a4c9f7f9384ec2b,b02b61c4a3d70628ece66fa2fd5166e6,Yes,71.91,5,2015-07-05 18:27:40
3da9c2a90ed42f1a3d4cbf374eb93eff,175ba98df81401027de1bdfed0725b5c,ddd1dfb23b982ef8daf61a26146d3f31,Yes,54.95,2,2017-05-28 05:21:26
7d15438552fbe43b99546eb400257ad1,a99f131849c8a43f7ed70ed7b194990b,405cacec877409a977d21e02ff01cf99,Yes,73.68,6,2015-09-16 10:07:49
1d53434bb88139b9ae270da702f06b90,d32e6dcd83bc9478dd6ac7b86778043b,ff50bde4382567b85cabcc97663f1c97,No,74.68,1,2015-07-12 16:23:39
66245bfa4fcca39ab683d2e6337ea2df,71299889a01ac9927f9d3e64c1a6423b,972a846916419f828b9d2434e465e150,Yes,1598.44,15,2015-10-22 14:56:44
2a45c2ab8cbfedb0f264accc79ac1b1e,f920264c0763fcd01f15c7b67c16128d,24933b83757750a9a491f0b2ea1fca65,No,109.37,5,2016-07-18 00:35:26
01d7425638602ab696a402f23ae8cc93,d7665cdafe0490593985fb6217dc8eff,6b65a6a48b8148f6b38a088ca65ed389,Yes,26.45,14,2015-06-07 15:59:45
5cec4eb5edd968311ca35cfb04fc6d82,45ff2c83b495db4e82456fb44ab7706e,b02b61c4a3d70628ece66fa2fd5166e6,No,44.12,9,2015-05-29 12:12:58
b8db0672f42d47cc00d4af5974273ca3,e11b868dbf0d073d821c13369970cf60,17fc695a07a0ca6e0822e8f36c031199,Yes,120.6,7,2015-12-15 16:17:52
7394988f847fd9b4e64d1bcb702753a1,4c6e27ffb9de7a3a486822b900a81de9,e27a984d654821d07fcd9eb1a7cad415,Yes,102.39,14,2015-06-02 14:34:30
d0e6e6607c69dee1bb5e4bcf15ed6269,c34b9fbb8d4a75b8551ac8ea585a0afa,29a3b2e95d65a441d58842dea2bc372f,Yes,55.05,4,2016-12-15 07:36:24
c03987108976e334e2817efdae849217,69288e92c68a152fdb23aa8c3bcabf85,a9488d990bbb259911ce5dd2b45ed1f0,No,108.73,13,2016-01-26 12:42:50
3da9c2a90ed42f1a3d4cbf374eb93eff,26f05fcffb16e5dba6eab79ed21c82f8,bd9c66b3ad3c2d6d1a3d1fa7bc8960a9,Yes,145.15,6,2017-06-09 03:55:54
ce88cb2dd4e80839fc3e058be0f3eab0,e912b4bf86a4bae41986b4b270b7e868,bdd640fb06671ad11c80317fa3b1799d,No,67.4,11,2017-09-20 04:04:30
a8e56e0c20de435d2031d750c40db9b4,56abf2f143d88870f81dbaa1c8120a8e,dc713d960c0fd195c17af08a1745d6d8,Yes,21.24,6,2017-05-22 21:54:34
edcd465e36386821f6e07cc06c52c49f,a075e9275110b492f4427e0b61484bb3,405cacec877409a977d21e02ff01cf99,Yes,85.74,10,2015-03-12 07:40:43
b09b2a5cbadcc32ac1590f538a0f4efb,3a3c8a71ff574e2b4991ab9bebc2026f,9a1de644815ef6d13b8faa1837f8a88b,Yes,23.78,11,2016-12-21 03:28:10
c03987108976e334e2817efdae849217,0769165fe746ccb94ca9cf07b1aa0f6a,a9488d990bbb259911ce5dd2b45ed1f0,No,51.07,6,2016-03-17 04:15:33
f8cda88b436d76e2b83cfe0be037e5ed,cae28e66ae8a781390e0a95b697c3923,6c307511b2b9437a28df6ec4ce4a2bbd,Yes,95.33,7,2016-09-26 21:15:31
ce88cb2dd4e80839fc3e058be0f3eab0,3b70b3a124a35cf29549c931e9af299d,bf3c4c06434308bc89fa6a688fb5d27b,Yes,1010.65,1,2017-07-09 14:57:18
ce88cb2dd4e80839fc3e058be0f3eab0,12e89d10287117338beddb12ad77e82f,ddd1dfb23b982ef8daf61a26146d3f31,No,51.88,7,2016-12-07 08:29:54
1064005c3985c3cf3f76be1d1efa2197,627b41a1ffd6f23232ffe2944d57d880,b02b61c4a3d70628ece66fa2fd5166e6,Yes,63.39,6,2016-08-11 09:44:18
7d15438552fbe43b99546eb400257ad1,a881bfd3d47d577bfa5a91ca059dd55d,4b0dbb418d5288f1142c3fe860e7a113,Yes,131.11,13,2017-02-01 01:58:38
8dcdcd03969b666205628059568cc69b,e776b886d534ee1d7f2984f5bec39a37,e2acf72f9e574f7aa0ee89aed453dd32,No,42.22,13,2015-12-27 07:40:12
b09b2a5cbadcc32ac1590f538a0f4efb,c16d83edad81f8bd402913ec9ef2b93e,f143262fdc5c0eed8da0365bf89897b9,Yes,127.37,11,2015-04-10 20:41:02
885f6e66c2b6d2c5fa5d310011b7e948,088a93ec70d9c9f8c9e260744f1639a0,7412b29347294739614ff3d719db3ad0,No,22.62,5,2015-12-01 23:26:11
8dcdcd03969b666205628059568cc69b,8a16a06cc958e75e21d53971336749b5,7412b29347294739614ff3d719db3ad0,Yes,137.89,14,2015-06-18 08:58:52
5fb8d16c2720797d32ebd6899be578c7,ce7607adf7a67b947b5a611af1b64afe,988c24c961b1cd2262801c4510435a10,No,122.59,8,2017-09-13 02:09:48
b09b2a5cbadcc32ac1590f538a0f4efb,ad238d36dc322c9739c1e262f76c8ede,7e570ddf827050a82369b584ff5e9ff0,No,145.42,13,2016-07-24 11:05:50
287d06ca6f4cc69a4b22d3081c8eaee9,895ccd9943b38eb403902c5d6502d6a2,451b4cf36123fdf77656af7229d4beef,Yes,114.86,5,2016-08-21 12:52:40
a013ac6ededa4e161b3dbd5ce9a1fa6f,acc216a01bbc91f75f18e583f0b6f83f,b02b61c4a3d70628ece66fa2fd5166e6,Yes,133.79,9,2015-12-02 19:14:41
01d7425638602ab696a402f23ae8cc93,76da3ca0d2e82f38a2a9d4d8102efde5,dc713d960c0fd195c17af08a1745d6d8,Yes,67.16,3,2015-02-16 01:19:31
d0e6e6607c69dee1bb5e4bcf15ed6269,e3236d1a3c1bdacc18e193311dba1267,4737819096da1dac72ff5d2a386ecbe0,Yes,61.94,12,2016-12-14 17:26:37
5cec4eb5edd968311ca35cfb04fc6d82,e2aa7a5d278ed00dba0266efbe055787,956269f0e5d7b8756dadd6c795a76d79,Yes,78.51,7,2017-08-19 08:02:44
a013ac6ededa4e161b3dbd5ce9a1fa6f,71d7966571818dcf379efc6e5edb0d3c,7412b29347294739614ff3d719db3ad0,Yes,1871.36,9,2017-07-12 20:22:03
287d06ca6f4cc69a4b22d3081c8eaee9,f7dc67e030974b2b46a02a9b65ec7acd,451b4cf36123fdf77656af7229d4beef,Yes,39.69,11,2016-09-03 00:03:50
5f987c71a65e688eabf3ad39fec21bbe,203c8c25fd235def3e5a87e35560db22,366eb16f508ebad7b7c93acfe059a0ee,Yes,126.17,9,2015-08-01 18:13:52
b8db0672f42d47cc00d4af5974273ca3,c63d04ee541c7a863ba5cd2fdea45c19,24933b83757750a9a491f0b2ea1fca65,Yes,130.18,3,2015-05-14 17:16:51
1d53434bb88139b9ae270da702f06b90,ddcf8766a93b12cd1c24220e2cabd7e7,4737819096da1dac72ff5d2a386ecbe0,Yes,120.6,4,2016-08-25 10:01:11
5cec4eb5edd968311ca35cfb04fc6d82,bde13c1b20733f6d0d6a05b343ef2016,ce177b4e0837b8a3d261a7ab3aa2e4f9,Yes,18.9,8,2017-03-07 11:32:37
a8e56e0c20de435d2031d750c40db9b4,38b77c0780fb929673b6a09b1beaf6ac,bd9c66b3ad3c2d6d1a3d1fa7bc8960a9,No,137.23,11,2016-06-17 09:29:41
3da9c2a90ed42f1a3d4cbf374eb93eff,ffa361be0f9240e107f97d05f6ca6b8b,ab9099a435a240ae5af305535ec42e08,Yes,25.11,12,2017-07-20 14:04:57
5715bd6fa4161293c4c2e2e3444ea7c8,25f934bf9bb961555275eb9414aeaf5c,4737819096da1dac72ff5d2a386ecbe0,Yes,98.63,9,2016-12-30 10:24:38
a8e56e0c20de435d2031d750c40db9b4,816bcb9f7426b1934b7e6b3c87d292a6,a28defe39bf0027312476f57a5e5a5ab,Yes,108.25,14,2016-11-01 20:56:49
5cec4eb5edd968311ca35cfb04fc6d82,370bc063dd90e79eb888f6ed8d244e3e,3eabedcbbaa80dd488bd64072bcfbe01,No,67.93,14,2016-04-09 12:26:46
9b49bd26df57c59a8715a10343dac043,50018b7b6d4067f450032b3518578baf,ec1b8ca1f91e1d4c1ff49b7889463e85,Yes,31.37,15,2016-04-30 02:05:53
b09b2a5cbadcc32ac1590f538a0f4efb,18b872456e8f75a117dded8115da705c,988c24c961b1cd2262801c4510435a10,Yes,28.22,1,2016-08-23 17:35:21
1064005c3985c3cf3f76be1d1efa2197,5a856750692ac1391f4a8ca1ab85fd59,ff50bde4382567b85cabcc97663f1c97,No,69.21,15,2017-01-08 01:18:38
14296c07f26b4776913e4de2e0c53cb8,93f277cc1a85910d5a057c114ffca6b1,5be6128e18c267976142ea7d17be3111,Yes,77.51,14,2015-04-21 11:54:35
885f6e66c2b6d2c5fa5d310011b7e948,47503f1dc33a1f6c1d691fba5e187b24,43b7a3a69a8dca03580d7b71d8f56413,No,2190.31,13,2017-04-18 19:39:43
01d7425638602ab696a402f23ae8cc93,9be7173706b892318e867f3ca487eeab,ff50bde4382567b85cabcc97663f1c97,No,47.44,3,2015-10-07 22:48:19
f8cda88b436d76e2b83cfe0be037e5ed,0190262059dcabd056febfb9ebe9e207,c241330b01a9e71fde8a774bcf36d58b,Yes,66.11,3,2017-01-28 20:01:05
5cec4eb5edd968311ca35cfb04fc6d82,604e46cb3712f2d187cdb6a1bf012e32,451b4cf36123fdf77656af7229d4beef,Yes,61.81,12,2015-11-29 18:38:05
66245bfa4fcca39ab683d2e6337ea2df,284c03d227d415b60d77c5a0e222b6a6,beb799193f22faf823bed01d43cf2fde,Yes,21.42,8,2016-11-08 13:31:38
66245bfa4fcca39ab683d2e6337ea2df,372f871a45ee432d6a07f2137129cec7,0e51f30dc6a7ee39c4b032ccd7c524a5,Yes,70.19,5,2016-11-25 21:37:31
a013ac6ededa4e161b3dbd5ce9a1fa6f,0ba078e84ef492c1aac9331686e52753,ab9099a435a240ae5af305535ec42e08,No,17.67,4,2015-11-05 06:49:08
287d06ca6f4cc69a4b22d3081c8eaee9,53ffd3a24a1935014169b9fcc3a00c6f,bdd640fb06671ad11c80317fa3b1799d,Yes,70.29,3,2016-01-25 17:45:14
5f987c71a65e688eabf3ad39fec21bbe,ab05347fd556b37d8f0881ee8011316b,ddd1dfb23b982ef8daf61a26146d3f31,Yes,130.65,1,2016-03-22 00:29:58
5cec4eb5edd968311ca35cfb04fc6d82,9364f3d05024bdc6dcb33df313eecdc6,366eb16f508ebad7b7c93acfe059a0ee,Yes,99.62,5,2015-04-28 12:01:20
ce88cb2dd4e80839fc3e058be0f3eab0,9e3d750df296d9f0cd2372c22bffe17b,dc713d960c0fd195c17af08a1745d6d8,No,22.34,14,2015-04-19 07:27:37
1064005c3985c3cf3f76be1d1efa2197,6550f74a1422373f862268d16683e107,3139d32c93cd59bf5c941cf0dc98d2c1,No,41.02,13,2015-06-22 02:32:40
8dcdcd03969b666205628059568cc69b,31a3ac4d828c37e787d5b7be1d30d990,f143262fdc5c0eed8da0365bf89897b9,Yes,111.83,14,2016-10-22 04:15:06
a8e56e0c20de435d2031d750c40db9b4,2c6a6e9a328067a14187222b257d5e52,c241330b01a9e71fde8a774bcf36d58b,No,101.77,3,2017-09-01 20:31:29
ce88cb2dd4e80839fc3e058be0f3eab0,9458054ec2874f069050f7efc1235c91,7e570ddf827050a82369b584ff5e9ff0,No,89.03,11,2016-10-01 10:55:40
3da9c2a90ed42f1a3d4cbf374eb93eff,117b355b70944bdb26a524e350ee7a92,3eabedcbbaa80dd488bd64072bcfbe01,Yes,2092.66,10,2015-02-27 11:32:04
c03987108976e334e2817efdae849217,09a0a0f673b0a0917634c1694f76e388,7412b29347294739614ff3d719db3ad0,No,20.74,14,2017-09-27 02:39:38
d0e6e6607c69dee1bb5e4bcf15ed6269,949077c27674456f626d719d81cf3252,988c24c961b1cd2262801c4510435a10,No,72.96,13,2016-08-08 20:12:20
c03987108976e334e2817efdae849217,269ed4c980599b9379c2d2e49ae1a991,3eabedcbbaa80dd488bd64072bcfbe01,Yes,135.88,6,2017-01-01 02:32:41
ce88cb2dd4e80839fc3e058be0f3eab0,b526b22d3f6c21f70a0537f02c2cd22b,3eabedcbbaa80dd488bd64072bcfbe01,Yes,95.37,6,2016-01-17 09:24:26
c03987108976e334e2817efdae849217,990f0c5badcc3daf569f3ab3c6435300,bf3c4c06434308bc89fa6a688fb5d27b,Yes,19.23,2,2016-07-25 21:24:18
01d7425638602ab696a402f23ae8cc93,a8149562da003f16b9469bcf4082cbb9,24933b83757750a9a491f0b2ea1fca65,No,56.67,10,2016-11-10 04:58:22
9b49bd26df57c59a8715a10343dac043,b2cf952da7f333b3f7baf55e4f6b58c8,ab9099a435a240ae5af305535ec42e08,Yes,109.24,2,2015-11-14 17:24:41
9b49bd26df57c59a8715a10343dac043,20b71785d02ce0c154170a17caaa5bbe,dc713d960c0fd195c17af08a1745d6d8,No,113.43,11,2017-07-23 16:05:41
1d53434bb88139b9ae270da702f06b90,5ca0c428822c4d326c645c15aba301cb,7412b29347294739614ff3d719db3ad0,Yes,143.16,6,2017-08-28 15:12:14
5fb8d16c2720797d32ebd6899be578c7,13c1175427aa7cbc23377bbcfffe77c8,b74d0fb132e706298fadc1a606cb0fb3,Yes,85.57,12,2017-06-23 16:02:42
b8db0672f42d47cc00d4af5974273ca3,9e374f7ac42cbc39e05b46c556363094,24933b83757750a9a491f0b2ea1fca65,Yes,32.71,14,2016-12-10 19:51:57
5cec4eb5edd968311ca35cfb04fc6d82,0b2f6d5c700b5d5fb89f72f32a60c652,7412b29347294739614ff3d719db3ad0,Yes,43.25,8,2016-09-17 09:48:47
a013ac6ededa4e161b3dbd5ce9a1fa6f,88b4f4743be79df472ecf16ec8a723e9,3139d32c93cd59bf5c941cf0dc98d2c1,No,119.81,15,2017-05-05 06:23:43
ce88cb2dd4e80839fc3e058be0f3eab0,70cafdd8fc043f0892070158f2771f63,f143262fdc5c0eed8da0365bf89897b9,Yes,63.46,9,2016-03-04 05:52:12
81f631d4a39231a7d777a4774c66e0a8,df7d0dd7236e16089acb394acd1f5318,972a846916419f828b9d2434e465e150,Yes,2248.23,9,2017-08-14 03:45:54
5715bd6fa4161293c4c2e2e3444ea7c8,48f9e3d01feae1e0d9e604b38412a335,405cacec877409a977d21e02ff01cf99,Yes,72.9,9,2015-05-31 13:05:58
eb2263dd87c5421eec24a3c5c754108f,e27718c5737d1fb6d11376e038d77b9a,23b8c1e9392456de3eb13b9046685257,Yes,65.5,6,2015-08-30 12:05:23
287d06ca6f4cc69a4b22d3081c8eaee9,ee4a9b5d519554e307374c86397b5f51,28f49481a0a04dc427209bdf1c11f735,Yes,120.79,3,2015-02-09 09:58:53
