Project ID,Donation ID,Donor ID,Donation Included Optional Donation,Donation Amount,Donor Cart Sequence,Donation Received Date
7f1e7834832049279a64ae35f5505a7e,18fa89500fd84518bd9f293e3e109b3f,c9a7e01d93d043a9a95e3c54f9404343,Yes,8.11,1,2014-08-02 05:42:23
7a34f3572e034f478f1bab43a46c5f69,9bc1ffb6f45a41a4a6c18198049473e4,2b1a0e423b6f424887929298e20dfc6c,No,39.58,1,2013-10-17 14:38:20
7a34f3572e034f478f1bab43a46c5f69,8e9de153b75f4a01b588740365a00c67,0238ea1e1c65472c8dcd081e73e18535,No,75.22,1,2013-11-29 03:46:58
7a34f3572e034f478f1bab43a46c5f69,bfebc3b1e4ed4a84b66111f863065d01,638ca4d7d35946ac85b96dad364bd772,No,44.39,1,2013-11-02 07:58:02
7a34f3572e034f478f1bab43a46c5f69,454df952d44545ab8b16ed6e21ccb12b,fa71c688334b4fb7aef06209f4170ae6,No,22.22,1,2013-12-27 22:32:33
7a34f3572e034f478f1bab43a46c5f69,9fa4447a0ab3497ab3b3a693a2b57109,9facc338300846838d99249fb52a5951,No,2.56,1,2013-12-05 04:42:31
ac439dbb6add4eccadd61847bde7468d,873c184c5cf6432883e5ab66126f4933,8f8d60e4a89147c9b817675e4d302763,No,31.96,1,2016-01-05 20:08:35
ac439dbb6add4eccadd61847bde7468d,2b20137acd1d4daea787748c9a1a3a68,67086aa785ee4b1fb8e116616af91ab7,No,239.94,1,2016-02-14 16:39:55
ac439dbb6add4eccadd61847bde7468d,0172cb0cb6134450b0345a657b46ff2a,0a3b0fcaf4aa4b37b7aee4064d33f063,No,79.59,1,2016-01-20 09:13:55
ac439dbb6add4eccadd61847bde7468d,0eda110054884d59bb697cbc2ff38c0b,1e9c922ed8c34827b368a1a6425ffcfe,No,7.62,1,2016-03-20 20:44:00
ac439dbb6add4eccadd61847bde7468d,2ea699d8fea6406098343c583a55eb46,1032755845414838a0911cefd8ff7c6d,No,295.2,1,2016-01-18 10:05:08
6a1fb3feaa42487aa905edc3c8e25e62,21ed393919b04112baf302ed3f80f176,d8bc4ea2612946ffb8a4adfbb31a9287,No,18.48,1,2015-04-07 06:23:46
6a1fb3feaa42487aa905edc3c8e25e62,d3ac6f0c74d04a06bf7d8a6792836f1a,b0276875bc1742ab9512eb48b465f686,No,63.24,1,2015-03-30 06:36:37
724faa9538db453295a64506bd2cede3,e2102d38ac8a4d46b9c493ab712a6ba1,01a6e8ed1a09443890ad542cfee26814,No,11.84,1,2013-07-12 13:57:59
724faa9538db453295a64506bd2cede3,3ca59bd47e1244d0ba3410e1ae8d4a42,1de189c47ca14338ac4b66faf47b2ef6,No,76.92,1,2013-07-16 02:37:35
724faa9538db453295a64506bd2cede3,ec4939b05a494a6aae5c6487d796560e,9ee4f7ff97f04e238a572d7081744670,No,11.68,1,2013-07-05 14:35:32
4319f7e8ffa742178ffba51d86d29008,850d4b770f5b4148a7a1c5061154e99d,68896b2424934f5f8a50e3c8dadb1633,No,98.78,1,2015-10-04 10:50:05
4319f7e8ffa742178ffba51d86d29008,4643aee8aff94764a9e2113ab937ad58,954a6b7473ba41f2bf98ebd04b54efaa,No,335.64,1,2015-07-13 23:52:13
4319f7e8ffa742178ffba51d86d29008,af6caf81fd0143058eab3f2b02139285,2ecf0fdd6caa40df9a740df894714f25,No,40.87,1,2015-09-26 09:17:49
4319f7e8ffa742178ffba51d86d29008,3df5b0946b7740dd8503cef4f7c6635b,f471ddaedd754e4392b238054bd90662,No,33.36,1,2015-09-01 08:07:49
4319f7e8ffa742178ffba51d86d29008,b5abf16d1b44438f94f802da3f31b2e3,2ddc659d3c334623817671b33167463b,No,347.46,1,2015-09-08 21:26:47
4319f7e8ffa742178ffba51d86d29008,6fa5d5db13dc46d08b95fa4cb5c2f0e9,ccb3279c31a04dcca6a7341e1179a2fc,No,1096.85,1,2015-08-13 20:31:21
4319f7e8ffa742178ffba51d86d29008,df2e020a3ffc4df3a633708e15e25484,29ec1a764d3545258628ae7a37cefb46,No,102.36,1,2015-09-05 04:10:03
4dcbcd0b60154e30ba0e19c9239e359b,9fc2d2e8bd514e28a88e875298797325,438c3cefcdc94faf8474587b68fa2af6,No,187.84,1,2016-04-08 03:38:22
4dcbcd0b60154e30ba0e19c9239e359b,1226e170d4ca449bbf37805732c02c13,94aeeb0d96bd4ad7a78cbac46b8a0ffc,No,41.6,1,2016-05-13 15:06:07
4dcbcd0b60154e30ba0e19c9239e359b,8de9de9ec3bf464a8046b3a569d956b4,dad486ffa62e47b0acb351aec9231fc7,No,219.79,1,2016-05-21 10:50:46
4dcbcd0b60154e30ba0e19c9239e359b,c9d2f55c81464149bdcf7f0cbf269bfe,99466cb723c6411fb2975d76cf2b2e4a,No,94.96,1,2016-03-31 02:13:43
068d5e3001614798bd59e5ddd9cae41d,98a62f8372444501bf5cceab10565806,777e1744406c4a069c4d9f7ef002be29,No,18.86,1,2016-07-06 00:05:08
068d5e3001614798bd59e5ddd9cae41d,694428c74dd74e52bcbddfd92e089140,3845bc9908a642e4b669460adc26626f,No,16.04,1,2016-07-12 11:28:34
068d5e3001614798bd59e5ddd9cae41d,8fa3c13fe6df48faa5a164c35ff51af8,708231217306417a998ce0ed5cb10934,No,24.47,1,2016-09-13 15:57:05
068d5e3001614798bd59e5ddd9cae41d,133402924ee949b39b03157afa39666e,db0cb2550beb44c8a70f2d6dac1dd909,No,14.21,1,2016-07-14 14:23:56
068d5e3001614798bd59e5ddd9cae41d,fbf8393243ee41ad8c27a9f479f91afc,d3240345345141dead78c4248052bf41,No,16.42,1,2016-07-25 09:39:22
068d5e3001614798bd59e5ddd9cae41d,fc2c3da6d0a844f78413cd8ae305b9ef,ac101da27d614b4fbf909b4f5ff4c861,No,21.52,1,2016-09-06 05:56:03
d083f9c05aae49e7b03228ead13ebd18,17d5ee3cf09448d1a33d6e38cf6995df,3595cc13eb6248cc85e35a839b726bba,No,56.95,1,2014-06-26 17:35:47
d083f9c05aae49e7b03228ead13ebd18,e6d5469e576f4df08a436c8bcf5c80e0,52163a33e7c14d3c803b5fde0b3d3af0,No,78.36,1,2014-07-11 04:05:39
d083f9c05aae49e7b03228ead13ebd18,a684faf128f54c98ac385485801ba7e8,f6e5c1a75c80424780131c6badfca39a,No,5.2,1,2014-07-07 00:04:39
d083f9c05aae49e7b03228ead13ebd18,cab648e0f254491f962247064305d2df,3959c99ab76542be9c7788b11ff13d2a,No,93.2,1,2014-06-30 19:22:47
d083f9c05aae49e7b03228ead13ebd18,211942436b6e4a659ff1ae25b17b8c28,6f0556f24d8448efa4ffea32ac0e3ebc,No,8.27,1,2014-07-17 04:27:26
d083f9c05aae49e7b03228ead13ebd18,a34ee5feb4984ba8864506ae8879d257,2dc48222d7d4444081ef2a29d45f8158,No,168.49,1,2014-06-17 21:07:00
d083f9c05aae49e7b03228ead13ebd18,64a9ae1451004012afc8da2a48e89744,e1669ce039e142758f2bdd94bbc73129,Yes,147.12,1,2014-06-26 10:08:30
d083f9c05aae49e7b03228ead13ebd18,34bdc335308f4b2b90595e3ae6b5cf52,49a4e233d889447c9bad36d4c769deda,No,14.99,1,2014-06-25 11:21:36
d083f9c05aae49e7b03228ead13ebd18,538fc11e99434c4f87739d4b490e9569,3bab47530b0b4d27a34833f05ff7e160,No,12.53,1,2014-07-12 03:15:43
337fbbd7a123473d84f302bb0189a199,e3334e44deb6400484fc5b1cb19d2b60,55fc80ef232341df8aea459fce9c68b8,No,39.64,1,2015-01-12 20:19:06
337fbbd7a123473d84f302bb0189a199,0711e2211aed4ae88559ff0df71d56ee,36f9163e772c414e9330f5ffc963f2ab,No,4.68,1,2015-01-23 18:39:37
337fbbd7a123473d84f302bb0189a199,315aad6258624225a33f431412819186,4724a543eb6d41e2af45c5c88a5ae9f1,No,6.08,1,2015-01-21 17:19:56
a72128d0f2ce4cf492b13e59c1cbcd58,d630a74a1a814fa396f0eee6732e4667,641805d1f2924cfb95aae7785d5ec470,No,22.16,1,2016-11-18 04:43:28
a72128d0f2ce4cf492b13e59c1cbcd58,23f5c87fd0a64404bd02d5d7c1c7a3e0,793819f69cc748fb8ef6c5eb2a67dab9,No,8.8,1,2016-11-22 15:53:53
a72128d0f2ce4cf492b13e59c1cbcd58,b12a64658a574633b568680a529c917e,7287bd20464c48b6a985b83a6baae10d,No,23.7,1,2016-12-08 14:07:53
a72128d0f2ce4cf492b13e59c1cbcd58,49d4884730714a3892da051943affc6e,102d78aaeec148c48d90d35d3eb21ed1,No,23.43,1,2016-12-16 10:47:06
a72128d0f2ce4cf492b13e59c1cbcd58,d688f9a6cc0a4923a54e9acba99b65c4,d15ed493233745949e9b504b31f52e10,No,262.15,1,2016-12-12 18:57:46
a72128d0f2ce4cf492b13e59c1cbcd58,7640c19fce5540dcb4d5d62375eef343,759ca836e08d4a1589c0b14c24b11ce1,No,19.75,1,2016-12-20 14:58:32
dc8aa27555154d8abc9fb3eebb5c8cc5,d51f160641a14c6d80b7fe8908f227ac,f5cdb0f1ee954a7dad433de7f6ddff71,No,48.68,1,2015-04-07 14:20:23
dc8aa27555154d8abc9fb3eebb5c8cc5,4dc812c642b34e2eb6f94c1d1e7dae18,7689920bca8447ca9cd5368e9b36f6ce,No,15.31,1,2015-05-10 19:04:51
dc8aa27555154d8abc9fb3eebb5c8cc5,7586e422dc1b43fab3a642a411996996,9c2170bc725143eeaff52f5aa75b9a6f,No,4.92,1,2015-06-03 22:48:29
dc8aa27555154d8abc9fb3eebb5c8cc5,42fee8f80e194d99b9b8768d7b8fe5db,67229c0b74a1456ab87a21ee2198da76,No,15.65,1,2015-04-17 01:38:51
dc8aa27555154d8abc9fb3eebb5c8cc5,262d316af75d4294b2c60e71774dd90f,9a57bccdb40d4ab2b148602ab49e5f18,No,5.34,1,2015-05-16 05:05:29
dc8aa27555154d8abc9fb3eebb5c8cc5,56d25ed1a7814b298c63785f45acb835,5e72dd74c8b14bf0b3c475b69d412455,No,49.04,1,2015-04-05 05:28:59
dc8aa27555154d8abc9fb3eebb5c8cc5,f1d0b49c096142eca57014cc09c8503e,5d2881e112aa48e982b15d7453970c7e,No,96.26,1,2015-04-19 21:10:18
dc8aa27555154d8abc9fb3eebb5c8cc5,d50ad5a11d634707b1d2fe3dd984c5ca,d962f427acaf4a65936f20ae95488c4c,No,64.87,1,2015-05-13 16:28:08
09e750b5a7f14823ae2c90db45e118d8,c5d0ad051f954fc5886cd17d2c6b2692,bba224667c51415eaeeae6e3d744ee26,Yes,60.09,1,2013-04-28 22:57:44
09e750b5a7f14823ae2c90db45e118d8,7f504b89961f48ca9ca2559d028e74e0,d07655e7bd0549cfba0e634e9a02cb6a,Yes,9.39,1,2013-04-26 15:28:02
09e750b5a7f14823ae2c90db45e118d8,db6e22c9e70444c48210569ecec9cab0,881eadf4171f42d0b32d75e863778289,No,94.96,1,2013-04-13 09:33:30
09e750b5a7f14823ae2c90db45e118d8,8ffacca6d9504d05a24a5a458f00b6aa,746acfb6052f4455a452820dd759811f,No,16.78,1,2013-04-29 12:46:22
09e750b5a7f14823ae2c90db45e118d8,2afa6521b284440fa856cabd3abae3ac,0bf32488bc9c4048bce3ea05d80c134e,No,44.06,1,2013-04-17 12:35:44
09e750b5a7f14823ae2c90db45e118d8,760bbada4b204abaa9f77be8bf386e5e,ce703a75a6fe4f9693e4be2edf7ec612,No,30.96,1,2013-05-02 23:45:50
733f4374a93f4668ac617f2b85b492f0,357a83ff2e6b424ca20360ffa0a80361,55d5c5a22c574f9d8836082db3d989c1,Yes,34.15,1,2015-07-27 06:22:33
733f4374a93f4668ac617f2b85b492f0,441bcdbce6074327a1bab85526db65d0,393ff9cceb724a978af3bc859fa83490,No,30.16,1,2015-06-01 09:14:01
733f4374a93f4668ac617f2b85b492f0,cfcfccfd3e0246f5b0fcd378c181ce8c,5b61e40fccc247f7a1ea5962f92576ea,Yes,8.84,1,2015-05-30 03:21:13
733f4374a93f4668ac617f2b85b492f0,38c6f36ec59042f69088a99efe4b6de7,ad18a8a2409c45f6ba6e575246989a34,No,60.46,1,2015-05-29 05:36:50
733f4374a93f4668ac617f2b85b492f0,3d86685800ea4683bef8d24b9d25ab17,2c4bb71fdf5f496990ece2bbaa855366,Yes,34.35,1,2015-06-08 16:24:19
8b209c2f4d24441092e18bc80f200a0e,b7119574fb4348218d6aab14d6f81750,7d24c6e8acd541b4b5101ca060ccd4a4,Yes,110.14,1,2013-10-27 03:25:18
8b209c2f4d24441092e18bc80f200a0e,ac521c9237144a95b5644427de31cba2,028d540f311146f39b062fa75c944db1,No,5.52,1,2013-10-08 05:23:19
8b209c2f4d24441092e18bc80f200a0e,6c00f2700fda48f3a749c551f15d8ac3,a26bfafff76048cd8cd9efe315281323,No,63.54,1,2013-10-03 06:27:16
49704041506b4610b0694e818231c202,a98748e00ded44a7a3a6499428c42d37,799888eae96f428fbbdac168be811049,No,117.57,1,2017-01-05 05:54:21
49704041506b4610b0694e818231c202,4e8581fb50ee4d8e82b703aeec0e3f26,99427b7495164784b5212bd6d1c6b701,No,94.2,1,2016-12-23 08:16:32
d0679cbc71934827a9ccd9ec3a6729b2,a6a67894c9d74407a887580ff6344ce1,f5b5facc510f42c2be970c8cb89f4620,No,10.11,1,2014-08-24 19:06:55
d0679cbc71934827a9ccd9ec3a6729b2,5a3d73ec112d49489fc40e16ad94cab6,45d44e23b3d247eb97116bf2ddf22e5d,No,15.78,1,2014-08-29 18:23:22
8a81c3fe37e9462c8f0ab69e21832654,58d37404b5b34af49174b843a44631d0,013a457c99d741d1903c6e6e0f91cdc9,No,11.91,1,2015-12-01 10:07:08
8a81c3fe37e9462c8f0ab69e21832654,fa100c9c8b1f45de8efc67401af111b2,7ffafca7d8824447a122ee6e199ede08,No,45.85,1,2016-01-06 08:45:24
868d6d480e574c3eb7ba38bad8486576,1be5e25665a843d49af18154acf59713,8288ea691e4f402395fff0e04afc61bb,No,37.01,1,2013-06-17 21:18:40
868d6d480e574c3eb7ba38bad8486576,5f6d03a8f60445f1b1ac71da9ee1e85b,73570c6bbc5f431bba1f4cfe2b5c4028,Yes,11.51,1,2013-07-17 14:55:16
868d6d480e574c3eb7ba38bad8486576,6cb31ec6c1154ee99e566d864e82a850,7482f2b31baf4962be13e1806d658049,No,8.32,1,2013-08-18 09:59:19
868d6d480e574c3eb7ba38bad8486576,eab85bf1cf7e43208e140ec1aebd795f,d544f2d0b41f4bc18edec7acc6a4d48c,No,33.94,1,2013-05-31 09:38:48
868d6d480e574c3eb7ba38bad8486576,7c7bf7e1fb0c41d4aeadcc87786b96cf,a268e38875364e22b119a5778f7922d1,No,49.87,1,2013-08-09 10:00:42
868d6d480e574c3eb7ba38bad8486576,e6e192ce35b6436fa94a987f6e179c29,387e72d49d764b18b8bef3554e0236f2,No,637.65,1,2013-07-09 05:29:28
0de9ebcc2d274eb982dd962150ec57a4,8bc6523fe6204d0bbd15d1f6cdfcdb10,3d0adc4377aa45f0be8b6a0517647b43,Yes,122.37,1,2017-08-23 07:44:56
0de9ebcc2d274eb982dd962150ec57a4,be24974720194203bec2ce4510099448,b4c0eb60669f45faaaeb61d22bc775b0,No,20.91,1,2017-08-26 16:13:15
0de9ebcc2d274eb982dd962150ec57a4,0b8a6b4c6532470f9c224d12bcbd8968,41a0027ab443461d89e41064b8a0b634,No,6.87,1,2017-08-08 16:49:08
0de9ebcc2d274eb982dd962150ec57a4,5dacee4e3f0442c392d9f2b7320527f8,dceb2774acb445088b8cd66d1b06706d,No,10.0,1,2017-07-12 19:07:51
8e92d9fcada24cee8c34180cbf9f820c,534065c3578f4bf9bf519bc7cedfb564,ec26803797d54ee1b9ef9c8371ab1713,Yes,42.75,1,2013-04-30 03:29:50
8e92d9fcada24cee8c34180cbf9f820c,5a94ab26184c4dcc851b225132149c2b,cc3668193d244c7ebf76942028545cb5,No,5.68,1,2013-05-01 16:57:43
d4758075001d4d90abe2f45ee2d67a1d,ee410f43147c432e80bc3d69b5f78e7b,9b886c3ff6714015a5f3a89d54f60784,No,30.35,1,2013-06-28 05:07:08
d4758075001d4d90abe2f45ee2d67a1d,f185a235f95645a0a0eacaa0f00bf811,7601dd44b14044f6949e9a19506d9cbb,No,39.92,1,2013-06-27 18:47:45
d4758075001d4d90abe2f45ee2d67a1d,7425cdfdc2ef4be1a6eac808e3acd9f1,34b435a0d0ba44d29e81eafe8481c722,No,15.02,1,2013-06-09 15:52:32
d4758075001d4d90abe2f45ee2d67a1d,025906cfa0ea4605adc5b77f104d76c2,ed9a162071184745a2e200a094122b7d,Yes,19.37,1,2013-07-03 08:34:10
edac3f922c8343e1bf5aaabc503e3cad,9ed2d211245a4ce18961e0c73aed49c5,04912bceec6244888c1d707e70cfafec,Yes,45.85,1,2014-01-09 23:52:07
edac3f922c8343e1bf5aaabc503e3cad,584fe6234c294af89d671f492a6cfddf,e1d0d1a39dcf46509bd94d830a2cdceb,No,21.76,1,2014-01-09 18:31:12
edac3f922c8343e1bf5aaabc503e3cad,1647971bf3334cf6809d29db8c4a6ad0,74fbd442a1ad49cd8bfb46180a971145,No,207.33,1,2014-01-08 17:00:13
edac3f922c8343e1bf5aaabc503e3cad,ae8fc95cb63c454dbeaeb489bfac2cfe,ce8f7bba081c4c309acccd5bf05a63c9,Yes,23.51,1,2014-01-09 19:00:29
edac3f922c8343e1bf5aaabc503e3cad,7214794b4a36428e81277e31b53c35e9,b87184b1f27640c8bed070127a97c696,Yes,83.68,1,2014-01-08 10:02:24
edac3f922c8343e1bf5aaabc503e3cad,382908eadac441c9a816c36faf850573,9c80e39525624a2581c048c53ded1257,No,131.74,1,2014-01-08 17:33:58
edac3f922c8343e1bf5aaabc503e3cad,84e2af2067ae4d61947d10999fe8de80,a5904e8d7ea24b539928ee1fd5fbb3cc,Yes,15.77,1,2014-01-09 08:14:25
edac3f922c8343e1bf5aaabc503e3cad,7094df444f8a4489bccba86c7016a81a,0e353c011b7245eb9bd9572ee59fd488,No,115.62,1,2014-01-09 22:08:16
c9a9928873b344689f19d361e12ae661,94ec1f270ea34bba87a174d40a696fdd,418e0e9e29074565abd766d2e38d5404,No,33.3,1,2013-01-15 14:46:12
c9a9928873b344689f19d361e12ae661,5f0752943ae24405bb1de3246274ef05,a3b5e39be11c47f8bcd069debb300281,No,72.8,1,2013-01-07 03:27:01
7f3828a12dd847d3923da3a33c9c54bd,3db43d99cbce4e79912fc2fbecd06a78,46be8453f02b4cecbbdfff7167b43e14,No,54.72,1,2016-11-23 21:54:29
7f3828a12dd847d3923da3a33c9c54bd,ae707fc3fc33453e94f86a1b9369299b,6b511b124e5c43d5a76a8b586d9ec850,No,1.95,1,2016-11-06 19:27:30
7f3828a12dd847d3923da3a33c9c54bd,01b80790e1c743b7b73e3508ed4f8de7,318a9d2d9957419482e2e637c07f97bd,No,102.59,1,2016-11-09 17:32:22
7f3828a12dd847d3923da3a33c9c54bd,134c05e4771c442499d494af856b6898,36cc5fac029f41f1bb8881491f95aa5c,No,11.8,1,2016-12-17 12:29:17
7f3828a12dd847d3923da3a33c9c54bd,81b80df7046d48ab92785c20039c3fc6,4c1d2070581d492c94ccb6841380df5d,Yes,9.51,1,2016-11-28 17:31:36
7f3828a12dd847d3923da3a33c9c54bd,442c202ab66f4a0cafc8dacfe945db6b,fa19ebd578ee4294b12aa71092557118,No,12.48,1,2016-11-17 13:52:22
f18abacf6cdd4a42a56335327e0f57bb,d135504fd6154eba8d01972029bc07bf,a1b8954913804a5b892235d847b9709f,No,282.69,1,2016-08-19 13:30:38
f18abacf6cdd4a42a56335327e0f57bb,584b05bb25234e19bbc02053404a6b1c,e1ad60a039104518b6359ed8e9a3f131,No,5.23,1,2016-09-14 09:39:04
f18abacf6cdd4a42a56335327e0f57bb,84b182cbbf6445a58ba196459e60f178,c71cc72ed39e41b1b066298f8681b19d,No,4.36,1,2016-09-06 21:46:10
f18abacf6cdd4a42a56335327e0f57bb,91309c410b77406db758d1a27f47c85b,1308766d81894bdd97afd335fd51d3e9,No,279.28,1,2016-09-14 03:46:58
f18abacf6cdd4a42a56335327e0f57bb,47b84bc1c4fc49a9911ff360457a1409,0afcfcfa0c8e4822af4bea8edc40ed17,No,227.84,1,2016-10-02 08:42:11
f18abacf6cdd4a42a56335327e0f57bb,c66ccd291cac46538110b38968cb33fe,40af277afb844b9ab7c79228eac9b710,No,59.69,1,2016-09-02 17:12:01
44b7f4defa964b9086fe1abffb63d9c6,d0c9909f1daf4028ac02a1aa06a03cbc,9e985536a67a4f638d356a6a02c7f795,No,13.62,1,2017-04-10 00:06:33
44b7f4defa964b9086fe1abffb63d9c6,6539410f281c4a9c870b79d7f8cec066,d6929a582b974631bd9c9453c5e3da78,No,20.26,1,2017-03-22 00:37:26
44b7f4defa964b9086fe1abffb63d9c6,42deff2a091344a5a128d19d5cc557a1,e5dc87661fb64bbbabdccc4c0186fd55,No,24.46,1,2017-04-25 02:16:11
08faf5a211644004bdcb7547bd26e007,f4e5c4e4b2554230835ddabc0406e8c4,907bb4fee9e34d919fb1061c468c239d,No,5.5,1,2016-08-14 05:50:09
08faf5a211644004bdcb7547bd26e007,970a03ba6e364cffa50ffbae1a9d7461,da67a803c2fe42b5a6127c1d43eedb53,No,3.38,1,2016-08-25 19:02:41
08faf5a211644004bdcb7547bd26e007,e334a61420f74b15b5337cd15fcfff5b,a494a16ffb8a426082da829f86b3dac7,No,78.18,1,2016-08-26 06:15:58
08faf5a211644004bdcb7547bd26e007,d9c2ab6bb3fa4c8c8ce496ae5fec82bb,f81ad507990f4c7783f9752225113d7e,Yes,169.58,1,2016-07-24 04:29:05
cbf83615576f4bb292d36c7ebf2767fe,674089836a964c09ba7c15cf3aeefcdb,d5af41ffa17245c7a3ae07a27394aa92,No,54.44,1,2016-09-25 18:14:07
cbf83615576f4bb292d36c7ebf2767fe,646cb854ff014fb397a75ce0607b502d,6f27023153744b95a0c8c3767b639e3d,No,701.07,1,2016-09-30 21:40:52
cbf83615576f4bb292d36c7ebf2767fe,4057f9cc4ca048e1baff8e00f71cf36e,409e3f1fcd7241538929db2b6bce342e,No,348.78,1,2016-10-08 00:14:32
cbf83615576f4bb292d36c7ebf2767fe,1bc3871e143247338c5391059079f792,22f6957339b749f393cce3eecc4d53cf,No,3.67,1,2016-09-24 18:34:09
cbf83615576f4bb292d36c7ebf2767fe,d30b914c68cc456393a0f1dcb264eab7,2d60c03472824971a301187c7357ecba,No,31.6,1,2016-09-26 10:23:04
cbf83615576f4bb292d36c7ebf2767fe,e9556ed1362b461d8e4f4dec2f173bb0,6a7779fa68c74e15843a7fbfdf3a6c2f,No,83.74,1,2016-10-09 06:43:24
cbf83615576f4bb292d36c7ebf2767fe,0dbd3da829004178ab7bd0862f01cfc8,37fb25faf28e419d9b668d1f54424704,No,60.82,1,2016-09-27 18:53:14
f644df80d5354794a4e6202820b2d9c8,826e642163504617bebdbc7484533cef,695aa6f4791a49a5bbec028df3c5a0f7,No,4.04,1,2015-03-13 23:46:52
f644df80d5354794a4e6202820b2d9c8,a192e40fad1346d6a1b39d985420b9a0,b01bd857e25e4044a8f201b80fd330f1,Yes,159.85,1,2015-04-03 07:08:23
f644df80d5354794a4e6202820b2d9c8,86d8171bbaff483286efec60101b1a6e,ad3c535e3c784e1f88799faa2a60abdf,No,60.64,1,2015-03-18 11:19:07
f644df80d5354794a4e6202820b2d9c8,49a5661a6ef94a409aeeb13306e4cca2,6191b962ef3047eebfa8ae5018ed270a,No,384.51,1,2015-03-28 04:14:41
f644df80d5354794a4e6202820b2d9c8,5eaf52ddbd8f4ac78cbedbc079d8a42e,c7342ccfd38547c4b9fba3f339895d96,No,50.2,1,2015-03-15 08:21:42
2f555c2d06f540f686a3f8256ac5e6c6,f6a2a317734043feb123e77bcee7d030,99136d26e3d2400cb1039b53a263dc71,No,297.64,1,2015-03-26 20:45:21
2f555c2d06f540f686a3f8256ac5e6c6,3c0b38a05daf47f3b7c34b36a900b55a,346f31c26e7c45eb8b2b5e9e9cdf9faa,No,44.68,1,2015-04-02 08:35:12
2f555c2d06f540f686a3f8256ac5e6c6,7a451a9e973f4a21ac75a9f04345438f,3ade5b74f93c48e884484e3700332efb,No,52.69,1,2015-04-04 19:43:20
2f555c2d06f540f686a3f8256ac5e6c6,ec5cdd1d2ef34511bfbffff9a4ec7d76,65ff7f05d83f49f6a0a17aef0048783b,Yes,9.88,1,2015-04-08 06:27:32
2f555c2d06f540f686a3f8256ac5e6c6,13ccca4d29594d6781b34a37cac22e0e,d7b7efdfff5c4b2bab5ff0a4aea1e868,No,48.99,1,2015-04-12 04:49:03
001064d9ba554521b3f1116a2378513d,5d006e0110f44c0690baa268d366aeec,0a9dd9f568a04b38814bcd7eadf513bd,Yes,17.07,1,2016-06-02 11:13:12
001064d9ba554521b3f1116a2378513d,868ef43334964d1b9ef797f0055c7f83,43a90b6d15f44a3395ca9f2cca9a49ca,No,64.7,1,2016-04-24 13:40:22
