Project ID,School ID,Teacher ID,Teacher Project Posted Sequence,Project Type,Project Title,Project Essay,Project Subject Category Tree,Project Subject Subcategory Tree,Project Grade Level Category,Project Resource Category,Project Cost,Project Posted Date,Project Current Status,Project Fully Funded Date
d083f9c05aae49e7b03228ead13ebd18,2b4823dc872546479baef53e0aa0fc05,c28ab4f856034b01abc5d599cf05690d,1,Teacher-Led,Bringing Sensory Learning to Life,Many of my students come from low income families and flexible seating options would make a huge difference.,Music & The Arts,"Visual Arts, Special Needs",Grades 6-8,Supplies,$242.00,2014-06-16,Fully Funded,2014-07-26
337fbbd7a123473d84f302bb0189a199,a36524ee5fd44f508be2ee4bf53982ca,42044298fe0247d5bc31049a854194ee,1,Teacher-Led,Physical Education for Every Student,Our classroom is full of eager learners who would benefit greatly from art supplies.,"Special Needs, Literacy & Language","Literature & Writing, Gym & Fitness",Grades 6-8,Instructional Technology,$235.76,2014-11-05,Expired,
a72128d0f2ce4cf492b13e59c1cbcd58,9333ab891245466fa54f022a5807345e,1c1f2f729fd74d9485ae4d2877847a2f,1,Teacher-Led,Empowering Learners through Sensory Learning,"With a robotics kit, my students will be able to engage more deeply with the material.",Applied Learning,Visual Arts,Grades 3-5,Trips,$200.67,2016-11-06,Fully Funded,2016-12-27
dc8aa27555154d8abc9fb3eebb5c8cc5,bdcd5c24a3d0421c887f7fcf4f2277f4,ad21a171cd934e1e9c12072039b84f1b,1,Teacher-Led,Empowering Learners through Coding,My students need a robotics kit to help them succeed in the classroom this year.,Literacy & Language,"Special Needs, Literacy",Grades 3-5,Books,$751.08,2015-03-10,Live,
09e750b5a7f14823ae2c90db45e118d8,6071888fdc19460182fc7b03be1ab20f,bf428729161e4fcc912bdd825a5fe5f4,1,Teacher-Led,Growing Minds with Coding,My students need a classroom library to help them succeed in the classroom this year.,"Applied Learning, Health & Sports",Literacy,Grades PreK-2,Technology,$672.30,2013-04-11,Fully Funded,2013-05-05
733f4374a93f4668ac617f2b85b492f0,0410b17371bf4dd8a8c4eb9d84fcfe1d,3ee1e66556394cae96cea0cd6589c668,1,Teacher-Led,Growing Minds with Reading,Our classroom is full of eager learners who would benefit greatly from a classroom library.,"Literacy & Language, Care & Hunger",Visual Arts,Grades 6-8,Books,$328.37,2015-05-21,Live,
8b209c2f4d24441092e18bc80f200a0e,4bf081d2d0c3452d8b4c5fc895bea192,562970e8432641c18b625cf425b4bf0c,1,Teacher-Led,Building Skills in Robotics,"With sports equipment, my students will be able to engage more deeply with the material.","Applied Learning, Health & Sports","Environmental Science, Applied Sciences",Grades 6-8,"Food, Clothing & Hygiene",$423.85,2013-09-28,Live,
49704041506b4610b0694e818231c202,eb4fce3335f84d2996dc808a8f10925e,6d2a6a8c597c4a9e8b671fee496b3979,1,Teacher-Led,Bringing Math to Life,Many of my students come from low income families and art supplies would make a huge difference.,Care & Hunger,"Mathematics, Applied Sciences",Grades 9-12,Supplies,$207.79,2016-12-21,Fully Funded,2017-01-19
d0679cbc71934827a9ccd9ec3a6729b2,bc96327d62454b0ab64c483b0739c5bf,cf107260f7824cf4b1a5a6f704d72816,1,Teacher-Led,Hands-On Science Adventure,Our classroom is full of eager learners who would benefit greatly from headphones for reading stations.,Math & Science,Special Needs,Grades 9-12,Visitors,$292.04,2014-07-20,Fully Funded,2014-09-03
8a81c3fe37e9462c8f0ab69e21832654,32969e53306747a18aa6d5f875315211,dbbe8c3d34894e5f9f15a240aaa160eb,1,Teacher-Led,Bringing STEM to Life,"With a classroom set of tablets, my students will be able to engage more deeply with the material.",Special Needs,"Applied Sciences, Special Needs",Grades 6-8,Technology,$153.48,2015-11-24,Fully Funded,2016-01-19
868d6d480e574c3eb7ba38bad8486576,61d963522e5a4945915ee2fcfb8a2318,8493375237514477b8092eb77be4edaf,1,Teacher-Led,Bringing STEM to Life,This year my goal is to use flexible seating options to build confidence and curiosity in my students.,"Math & Science, Applied Learning",Mathematics,Grades 6-8,Technology,$328.07,2013-05-27,Expired,
0de9ebcc2d274eb982dd962150ec57a4,2fece814e3aa438abc70bd06bc819fe8,eb835d4a6a144363b6e9f29ca8860638,1,Teacher-Led,Bringing Art to Life,My students need sports equipment to help them succeed in the classroom this year.,Math & Science,"Performing Arts, Special Needs",Grades 9-12,Trips,$190.42,2017-07-09,Expired,
8e92d9fcada24cee8c34180cbf9f820c,24a993559eeb4e34af5f4b1b3c5275b6,8cbf330e3e6b4e659c01be0ac303ecb3,1,Teacher-Led,Bringing Robotics to Life,This year my goal is to use headphones for reading stations to build confidence and curiosity in my students.,Literacy & Language,Performing Arts,Grades 9-12,Sports & Exercise Equipment,$430.43,2013-04-26,Fully Funded,2013-05-02
d4758075001d4d90abe2f45ee2d67a1d,f6134a509eb6458db5d89521a550b00a,6c19607064f942ffb95a967603b4fa3d,1,Teacher-Led,Growing Minds with Sensory Learning,This year my goal is to use a set of calculators to build confidence and curiosity in my students.,"Applied Learning, Care & Hunger","Literature & Writing, Health & Wellness",Grades 9-12,Instructional Technology,$871.12,2013-05-24,Fully Funded,2013-07-04
edac3f922c8343e1bf5aaabc503e3cad,bf54b4064b1245d087db35f81f2d7642,ad9a156daecd4ba9b0f7cabfcc820bb7,1,Teacher-Led,Hands-On Science Adventure,My students need a classroom library to help them succeed in the classroom this year.,Health & Sports,"Mathematics, Literature & Writing",Grades 6-8,Art Supplies,$153.44,2014-01-08,Fully Funded,2014-01-09
c9a9928873b344689f19d361e12ae661,ca166753bd324a0bb9623109c46b6423,3e567978509943c0a01ebaba7755003f,1,Teacher-Led,A New Way to Explore STEM,Many of my students come from low income families and a classroom library would make a huge difference.,Literacy & Language,"Literature & Writing, Gym & Fitness",Grades 3-5,Visitors,$850.79,2013-01-04,Fully Funded,2013-01-19
7f3828a12dd847d3923da3a33c9c54bd,66f78331283c415c8725bb4ecc2585c9,bd094174b03d469586e17a5645e956b0,1,Teacher-Led,Growing Minds with Geography,My students need a robotics kit to help them succeed in the classroom this year.,"Health & Sports, Music & The Arts","Performing Arts, Environmental Science",Grades 3-5,Art Supplies,$588.32,2016-10-29,Fully Funded,2016-12-24
f18abacf6cdd4a42a56335327e0f57bb,0c5cc5f7c91c4c6b840b0fe8184848af,b4633cddc4964975b7c284b1459528b7,1,Teacher-Led,A New Way to Explore Math,This year my goal is to use headphones for reading stations to build confidence and curiosity in my students.,Literacy & Language,Visual Arts,Grades PreK-2,"Food, Clothing & Hygiene",$468.81,2016-08-17,Expired,
44b7f4defa964b9086fe1abffb63d9c6,7d51fc507b264101a8dc718297f63a0c,1ba4179a644c441e8d8a38fbc65f4613,1,Professional Development,Empowering Learners through Music,"With flexible seating options, my students will be able to engage more deeply with the material.",Applied Learning,"Environmental Science, Mathematics",Grades 6-8,Trips,$259.14,2017-03-21,Expired,
08faf5a211644004bdcb7547bd26e007,c952e37ee324457a85f6c8f243e46c2c,0a693f720e3645809b98d67e2fd0d7ac,1,Teacher-Led,Sensory Learning for Every Student,Our classroom is full of eager learners who would benefit greatly from science kits.,Math & Science,"Gym & Fitness, Mathematics",Grades 3-5,Books,$241.78,2016-07-17,Fully Funded,2016-08-27
cbf83615576f4bb292d36c7ebf2767fe,bb6100349b174c9daf1a4f87e863c36c,98022607eaf14ffc92d7e0b228c14bee,1,Teacher-Led,Flexible Seating for Every Student,Our classroom is full of eager learners who would benefit greatly from science kits.,"Math & Science, Care & Hunger",Literature & Writing,Grades PreK-2,Art Supplies,$396.43,2016-09-24,Fully Funded,2016-10-09
f644df80d5354794a4e6202820b2d9c8,d5752bbdd8fc4e8fa00b504d90edd724,d80f76c906af4b71834a895b45c14721,1,Teacher-Led,A New Way to Explore Art,Our classroom is full of eager learners who would benefit greatly from a classroom library.,Care & Hunger,Health & Wellness,Grades 6-8,Books,$227.64,2015-03-07,Fully Funded,2015-04-10
2f555c2d06f540f686a3f8256ac5e6c6,c9bbd297f3b843068ff918354a0dd392,273db4b09bef4931b5deb08add3c1cf5,1,Teacher-Led,Growing Minds with Coding,Our classroom is full of eager learners who would benefit greatly from a classroom set of tablets.,"Math & Science, Literacy & Language","Mathematics, Environmental Science",Grades 9-12,Sports & Exercise Equipment,$296.74,2015-03-25,Fully Funded,2015-04-13
001064d9ba554521b3f1116a2378513d,921e597f9cc94a62b0a9a5ccd8ae55e2,1516608c95134f05b95013c2530f7c74,1,Student-Led,Building Skills in Coding,"With flexible seating options, my students will be able to engage more deeply with the material.","Applied Learning, Special Needs","Visual Arts, Health & Wellness",Grades 6-8,Instructional Technology,$396.16,2016-04-13,Fully Funded,2016-06-03
ae31eec8a0774e26a06ca48503d76136,777c96427e4d409faedf4128b635f643,5707b4b244e14090a57f7091a295213f,1,Teacher-Led,Hands-On Writing Adventure,Many of my students come from low income families and a classroom library would make a huge difference.,"Health & Sports, Special Needs",Special Needs,Grades 9-12,Instructional Technology,$214.83,2017-11-29,Live,
f323bd9feaad4ade9605696c5f8d79d2,35058366822d4364b347fa843b376ffd,45cb27dc3813418d81b7e40dbadc3aa5,1,Student-Led,Building Skills in Writing,Our classroom is full of eager learners who would benefit greatly from science kits.,Math & Science,"Literacy, Visual Arts",Grades 9-12,Technology,$517.61,2013-09-16,Live,
19a928d14ed14f738c845a7fb5e600d0,17cfaa9c622749c1ab475a14451ace6e,a1ef89db61ef43768fca9b4f322e193f,1,Teacher-Led,Robotics for Every Student,My students need flexible seating options to help them succeed in the classroom this year.,"Care & Hunger, Applied Learning","Visual Arts, Literacy",Grades 6-8,Visitors,$233.78,2014-07-30,Fully Funded,2014-09-26
7ff50dbe5f004eda8ca61b6da6b37511,32755ccba1f348af99abce8934d0155d,7fd1c639336c4a1583e0a3973d170647,1,Student-Led,Science for Every Student,Many of my students come from low income families and science kits would make a huge difference.,Literacy & Language,Environmental Science,Grades PreK-2,"Food, Clothing & Hygiene",$83.78,2015-10-25,Fully Funded,2015-11-11
6502fbe8dc194f5997ed748853d4b165,ab39a50294e94b4eb8ec7b948154adef,ff855750f2b14407aa211e902dfdadf8,1,Teacher-Led,STEM for Every Student,"With a classroom set of tablets, my students will be able to engage more deeply with the material.","Music & The Arts, Literacy & Language","Visual Arts, Applied Sciences",Grades PreK-2,"Food, Clothing & Hygiene",$389.24,2013-03-05,Live,
f5b4e21813964cf897feb07498cf1977,1cce4f70ca0248098a0148b0db7abe8a,4a25ff060b514adab6a249612c1eb770,1,Teacher-Led,History for Every Student,This year my goal is to use a robotics kit to build confidence and curiosity in my students.,"Applied Learning, Health & Sports","Literacy, Performing Arts",Grades 6-8,"Food, Clothing & Hygiene",$78.54,2016-08-11,Fully Funded,2016-09-29
bab473a52f014756bad197d86e40a207,e31d776117e5450b975f8516bf896535,fa15d2ca11164a839f8419d33eee4979,1,Teacher-Led,Growing Minds with Music,Our classroom is full of eager learners who would benefit greatly from flexible seating options.,"Health & Sports, Special Needs","Applied Sciences, Performing Arts",Grades 6-8,"Food, Clothing & Hygiene",$282.59,2013-09-01,Expired,
6201124dbb5f411680c636295b37a0dc,f8719ac81b7b444aa6e56597b4c2ee35,f1384759d295482490b105ed413288e8,1,Teacher-Led,Empowering Learners through Art,My students need headphones for reading stations to help them succeed in the classroom this year.,"Applied Learning, Literacy & Language",Health & Wellness,Grades 3-5,Supplies,$127.83,2017-04-27,Fully Funded,2017-06-09
09d20f6a36644565bddbcd9cfafae938,25820cc21177411da532f5fd41a24351,2465ea870e39415aaf184dc97fd1d409,1,Teacher-Led,Growing Minds with Physical Education,Our classroom is full of eager learners who would benefit greatly from headphones for reading stations.,Math & Science,Performing Arts,Grades 6-8,Technology,$351.78,2015-04-21,Fully Funded,2015-04-29
397cf1ade40c4879862b95ec06633111,2743b34aadb141e19cae6f54f0f35a35,16152de0d6754ab09b5d1d7376362dae,1,Teacher-Led,Writing for Every Student,My students need a classroom set of tablets to help them succeed in the classroom this year.,Math & Science,"Mathematics, Visual Arts",Grades PreK-2,Instructional Technology,$301.14,2017-07-14,Fully Funded,2017-07-27
fe34939c0e9145eaa75c21afe5e14f5a,65d76ad44f3444dc91cc2225cdcc3fe2,79b8563ba2414156975c963eeefc9275,1,Teacher-Led,Building Skills in Art,My students need headphones for reading stations to help them succeed in the classroom this year.,Special Needs,"Special Needs, Literacy",Grades 9-12,Supplies,$295.53,2015-09-12,Fully Funded,2015-10-14
f7c23e6e8cdf4b0ab7fef299d30e953a,5966496ae0744342b11c40c945ab04f2,ad6e7d12e2ef40068fc0fc85a879de27,1,Teacher-Led,Building Skills in Sensory Learning,Our classroom is full of eager learners who would benefit greatly from a robotics kit.,Health & Sports,"Mathematics, Environmental Science",Grades 3-5,Books,$518.69,2014-06-09,Expired,
38e3c9eb87c547dab54011a7de6b94d2,cfd86554fb1b46f591b6af3b9cede306,6edbfc8d782846f4b1e221ff7f5cde0a,1,Teacher-Led,Building Skills in Writing,Our classroom is full of eager learners who would benefit greatly from new books.,"Care & Hunger, Health & Sports",Environmental Science,Grades 3-5,Sports & Exercise Equipment,$650.08,2014-11-08,Fully Funded,2014-12-28
c5fc668201cd4a3d9c39efa60693b23c,51b54c35d8304cf29d9a289955c6a051,e3e19315a80f4202ba6367d467fc794e,1,Teacher-Led,Growing Minds with Physical Education,Our classroom is full of eager learners who would benefit greatly from new books.,Music & The Arts,Gym & Fitness,Grades 3-5,Trips,$144.50,2013-02-14,Expired,
2aee313e45d749c79fefaf48900c24f7,708dbf20a4b642ebaf568ec64f72213b,68fd2e5863a44bd9b6655f0c46ba2777,1,Student-Led,Empowering Learners through Music,Many of my students come from low income families and a classroom library would make a huge difference.,"Math & Science, Music & The Arts","Applied Sciences, Special Needs",Grades PreK-2,Visitors,$198.66,2015-06-06,Fully Funded,2015-08-01
0b428077731e44f5b2639df32e8b00b3,01e349268d9b48d78a4d8c6e81b99a61,d752960744d6418d8c1206a7ee5a8744,1,Teacher-Led,Building Skills in Art,This year my goal is to use art supplies to build confidence and curiosity in my students.,"Care & Hunger, Music & The Arts",Literature & Writing,Grades 9-12,Sports & Exercise Equipment,$831.78,2015-12-18,Expired,
9d5e6bb5039c499e9bb1a52c48f22bc1,1d0be5d550824cde8b94040ef9f9ea63,60fc97f5a7cb42a083988519a5b013bc,1,Teacher-Led,Hands-On Coding Adventure,Many of my students come from low income families and a set of calculators would make a huge difference.,Literacy & Language,Mathematics,Grades 6-8,Technology,$247.13,2016-01-04,Fully Funded,2016-01-17
8c08749a602349cf9b99c61795cf0cae,c4c659c5d16a476fa09ab370b359c57c,a7c232d316624dc88cd6be0e3f44d7e6,1,Teacher-Led,Reading for Every Student,Our classroom is full of eager learners who would benefit greatly from new books.,Applied Learning,Environmental Science,Grades 6-8,"Food, Clothing & Hygiene",$403.52,2017-11-29,Fully Funded,2017-12-05
7225c14a46fd486285c0d9cd3fe97da3,ac04d374379b4cd0802274bf8d98609c,0faf519ccd59430ba1509487c4721563,1,Teacher-Led,Hands-On Robotics Adventure,Our classroom is full of eager learners who would benefit greatly from a classroom set of tablets.,Literacy & Language,"Literacy, Visual Arts",Grades 6-8,Visitors,$50.00,2018-03-30,Expired,
aaff3ded3b5b4c95bcef8ea0b782abc6,a25b5d49faa246d99337c921a47c520b,f691f3043f974a948972013e07a2f0dd,1,Teacher-Led,Reading for Every Student,This year my goal is to use a robotics kit to build confidence and curiosity in my students.,Music & The Arts,"Applied Sciences, Health & Wellness",Grades PreK-2,Art Supplies,$67.81,2015-11-24,Fully Funded,2016-01-08
67bc6234b0c944b8b762e0cc864b8d3f,aae6d635ef03405fa6526f8ee0d62cae,985418ba830e4124a23c6734d0227bed,1,Teacher-Led,Bringing Math to Life,"With headphones for reading stations, my students will be able to engage more deeply with the material.",Music & The Arts,Performing Arts,Grades 6-8,Books,$171.97,2014-10-28,Fully Funded,2014-11-22
bd8c6a915cf04105b1b6efc4e576a1c5,13cda6e73430461eade4b52e810a3216,073c05da7afe4e5babf78f019c19e8ee,1,Teacher-Led,Bringing Math to Life,My students need a set of calculators to help them succeed in the classroom this year.,Math & Science,Literacy,Grades PreK-2,Art Supplies,$158.05,2014-07-12,Fully Funded,2014-08-27
48e8b0c04a12446aa5081f247706be9a,248135a2847048d9bb62963f91705f12,1b59ab0a5fc649ffae5a12b23343992b,1,Teacher-Led,Hands-On History Adventure,Our classroom is full of eager learners who would benefit greatly from sports equipment.,Care & Hunger,Literacy,Grades 3-5,Books,$292.76,2014-08-31,Fully Funded,2014-09-01
ff2353867233448ba4aa6d6a6c2a6127,1b1054557262431693768b0bf15cc276,f38f9544506247f290a8b19e9ca5a4e6,1,Teacher-Led,Hands-On Robotics Adventure,"With sports equipment, my students will be able to engage more deeply with the material.",Literacy & Language,"Visual Arts, Special Needs",Grades PreK-2,Supplies,$113.95,2016-06-08,Fully Funded,2016-07-11
6763fc0de9894a6a8a7735fb3b0718b0,2e15472676fc4022907627eec53f1585,2fb97e5c87c542cf82abc6c944127a36,1,Teacher-Led,Building Skills in Writing,"With a set of calculators, my students will be able to engage more deeply with the material.","Applied Learning, Math & Science","Visual Arts, Health & Wellness",Grades PreK-2,Instructional Technology,"$1,487.63",2013-03-18,Fully Funded,2013-04-08
be25bb27edfb485fa0560d7b0d3401dd,3aefe8be849042faa5003ed3bd03360d,fb51da9dac29452da8155246a07ef0bf,1,Teacher-Led,Building Skills in Geography,My students need art supplies to help them succeed in the classroom this year.,Music & The Arts,Mathematics,Grades 3-5,Sports & Exercise Equipment,$301.15,2013-10-13,Expired,
6e39d4b26795476cbf8804436ceefe2e,93ff85ac191f4cea90bdccb981750ae4,beb51a223e0e48bd8816dfcde7323e00,1,Teacher-Led,Hands-On Flexible Seating Adventure,Many of my students come from low income families and a set of calculators would make a huge difference.,Care & Hunger,"Special Needs, Performing Arts",Grades 6-8,Supplies,$147.28,2015-03-04,Fully Funded,2015-03-08
d4c0796a6e83424f9d228fb2e5e9e626,35131dac22f14e8eb14b77f806ae4592,1657118ba17a42a299de9163a8e38f55,1,Teacher-Led,STEM for Every Student,This year my goal is to use a robotics kit to build confidence and curiosity in my students.,Applied Learning,"Literacy, Health & Wellness",Grades PreK-2,Books,$268.23,2018-01-26,Expired,
e7f2f4773d91478db0165b9dccb0bc15,0351bcb393cf458dbe94addec18ab766,9f8a724ea5d5446b9839586bfe36f2bc,1,Teacher-Led,Building Skills in Writing,Our classroom is full of eager learners who would benefit greatly from a robotics kit.,Music & The Arts,Mathematics,Grades PreK-2,Trips,$190.84,2017-03-19,Fully Funded,2017-05-08
3a00f1db74f84c04b18c33a7f250f63a,59a2fbaa102e448e96af50c3a1fd6ed9,0a1c8af63e6c4fb18f69001dc2380990,1,Student-Led,A New Way to Explore Sensory Learning,"With science kits, my students will be able to engage more deeply with the material.",Music & The Arts,"Literature & Writing, Literacy",Grades 3-5,Sports & Exercise Equipment,$226.96,2014-08-15,Fully Funded,2014-09-30
0092a4aa591f4c6aab23e895118c7ba5,9f5163ae3f504a158613a60366354c98,bd7872273d3e4658b40659c004ceea78,1,Teacher-Led,Growing Minds with Reading,"With flexible seating options, my students will be able to engage more deeply with the material.",Literacy & Language,"Literacy, Environmental Science",Grades PreK-2,Art Supplies,$598.77,2017-07-27,Fully Funded,2017-09-24
f8cddf81b6f349d5bbb8c2368ddc9336,3fde8c8754f34ce2b1f8b18a7d969a65,62efed7102e543ab83508ed130be282b,1,Teacher-Led,Hands-On Robotics Adventure,"With a set of calculators, my students will be able to engage more deeply with the material.","Applied Learning, Care & Hunger",Mathematics,Grades 9-12,Supplies,$144.73,2014-03-13,Fully Funded,2014-04-28
54f2e571f2db415a9683fbc049ba4341,1299cdb9a1b34cb0b08a2510fca7bd47,711eca8b2bd64b56a1ad88a934a2a3c8,1,Teacher-Led,Growing Minds with Math,Many of my students come from low income families and science kits would make a huge difference.,Care & Hunger,"Special Needs, Mathematics",Grades 6-8,Supplies,$226.98,2018-01-05,Fully Funded,2018-02-10
ab0c583729414a6196434a74adf431a7,1d3e5c78c1034a6087770ad27ca8f881,89753da65c664168966e99f23488534d,1,Teacher-Led,Growing Minds with Geography,"With art supplies, my students will be able to engage more deeply with the material.",Health & Sports,"Visual Arts, Special Needs",Grades 6-8,Art Supplies,$362.74,2016-03-22,Fully Funded,2016-03-23
3376ff90be4343689cf8a711ab396f03,78281ea467a7467ba1d4cbba4025c29b,2c5f543376ea4602ba521591fada46b5,1,Teacher-Led,Hands-On Coding Adventure,"With art supplies, my students will be able to engage more deeply with the material.","Care & Hunger, Math & Science","Performing Arts, Gym & Fitness",Grades 6-8,Sports & Exercise Equipment,$353.40,2016-04-29,Live,
de6806b390e04f8c8991f358e40af699,a87a27fced894e52a8c471f84056697e,423eded4ced54ecdbcba8dbe4f3e582d,1,Teacher-Led,Math for Every Student,Our classroom is full of eager learners who would benefit greatly from new books.,Care & Hunger,Health & Wellness,Grades 6-8,Supplies,$363.09,2015-05-25,Expired,
3d553be4eb7f4dd4b80946553767991b,bdedf755f9e940d1ab682029ec1f39d5,f220dbe3a30846f3bd0aba518ff83d4f,1,Teacher-Led,A New Way to Explore Reading,My students need art supplies to help them succeed in the classroom this year.,"Applied Learning, Math & Science","Gym & Fitness, Applied Sciences",Grades 6-8,Technology,$264.76,2017-05-18,Fully Funded,2017-05-20
8e12ea23d14c47e0ad70e7cc027c5800,acde771b4aa64dce91f4ec36747d6168,0a26d56462ce491392e433fe4db2b0f8,1,Teacher-Led,Hands-On Music Adventure,Many of my students come from low income families and a classroom set of tablets would make a huge difference.,"Special Needs, Math & Science","Literacy, Applied Sciences",Grades 9-12,"Food, Clothing & Hygiene",$88.81,2018-01-21,Fully Funded,2018-03-06
00198e452228495d8dae7387ae4f2c1f,d23c512d8d7942d999a11ec3989e047f,438e7e3a1f1d4614ab8d0e29af6f1666,1,Teacher-Led,Empowering Learners through Music,Many of my students come from low income families and a classroom library would make a huge difference.,"Math & Science, Literacy & Language",Literature & Writing,Grades PreK-2,Art Supplies,$465.07,2013-07-23,Live,
dea03b9e16914daf81cf2a8bd2365a0f,f45f403415da49ffb7849bf5332c14c0,d82c3c09d0cf4dc5b9c113cd5380578d,1,Teacher-Led,Geography for Every Student,"With a classroom set of tablets, my students will be able to engage more deeply with the material.","Care & Hunger, Applied Learning","Health & Wellness, Environmental Science",Grades 9-12,Art Supplies,$196.35,2017-01-19,Fully Funded,2017-02-28
aeca05861c984d0896726487e0f4689e,e1684e280e754c86b0e649f0dcb19bbf,8f45d7dede684cf6a36a24800d35c18c,1,Professional Development,Empowering Learners through Art,Many of my students come from low income families and a classroom library would make a huge difference.,Special Needs,"Literature & Writing, Gym & Fitness",Grades 3-5,Trips,$354.58,2016-10-15,Fully Funded,2016-12-11
4d098c6aef6a48c58e226b400c37e751,75d1aec110264585a739e998f52c8a2f,44467594f9dd427c85341921afce4a1d,1,Teacher-Led,Hands-On Coding Adventure,Our classroom is full of eager learners who would benefit greatly from flexible seating options.,"Music & The Arts, Applied Learning",Special Needs,Grades PreK-2,Trips,$97.64,2013-11-03,Fully Funded,2013-11-28
11cdeea061b04285b505e557539482df,e4fd4d93833e474da96dc96394cd8dfd,5936388264814533aa7299870a9b4b0a,1,Teacher-Led,Growing Minds with STEM,My students need sports equipment to help them succeed in the classroom this year.,"Literacy & Language, Health & Sports","Visual Arts, Environmental Science",Grades 9-12,Supplies,$378.67,2013-12-25,Fully Funded,2014-02-01
f0cb8a04ecbf495f93bffd5fd481c472,d740e6b392d84d3abef2fb372ba36d07,7475d516ad3e452895637c78f6fb1ffb,1,Teacher-Led,Growing Minds with Reading,This year my goal is to use new books to build confidence and curiosity in my students.,"Literacy & Language, Health & Sports",Applied Sciences,Grades 6-8,Supplies,$428.36,2013-10-13,Fully Funded,2013-11-14
37751fadcdc84511beb93ac2f2be87e0,34d12fd950274daf862ed418c3d76f3e,a01ddc31df054126a71348ef543adcd8,1,Teacher-Led,Growing Minds with Art,My students need a classroom library to help them succeed in the classroom this year.,"Special Needs, Music & The Arts","Applied Sciences, Health & Wellness",Grades PreK-2,Supplies,$188.30,2014-06-29,Expired,
